supplier_id,business_name,registration_number,status,registration_date,business_type,industry_category,state,verification_status,verification_reason
BUS0000856,Pioneer Foods,RC666149,registered,2016-04-09,Limited Liability Company,Pharmaceuticals,Rivers,VERIFIED,Business passed basic verification
BUS0000857,Apex Retailers,RC625388,registered,2021-04-07,Business Name,Fashion,Zamfara,VERIFIED,Business passed basic verification
BUS0000858,Sunrise Traders,RC287520,registered,2024-07-07,Public Limited Company,Real Estate,Bayelsa,FLAGGED,Recently registered business
BUS0000859,Royal Furnishings,RC398280,registered,,Limited Liability Company,Telecommunications,Zamfara,REJECTED,Missing or invalid registration date
BUS0000860,Prime Health Supplies,RC474706,registered,2019-06-08,Enterprise,Information Technology,Bauchi,VERIFIED,Business passed basic verification
BUS0000861,Crestfield Trading,RC792859,registered,2021-11-10,Cooperative Society,Marketing,Kwara,VERIFIED,Business passed basic verification
BUS0000862,Unity Supplies Nigeria,RC751895,registered,,Non-Profit Organization,Pharmaceuticals,Kano,REJECTED,Missing or invalid registration date
BUS0000863,Spectrum Energy,RC221475,registered,2019-10-05,Sole Proprietorship,Waste Management,Ebonyi,VERIFIED,Business passed basic verification
BUS0000864,Mercury Marketing,RC687686,registered,2024-01-08,Enterprise,Financial Services,Enugu,VERIFIED,Business passed basic verification
BUS0000865,Elite Cleaning Co,RC193574,registered,,Sole Proprietorship,Legal Services,Sokoto,REJECTED,Missing or invalid registration date
BUS0000866,HarborTech Systems,RC213188,registered,2023-03-06,Enterprise,Advertising,Borno,VERIFIED,Business passed basic verification
BUS0000867,SmartServe Services,RC347407,registered,,Sole Proprietorship,Financial Services,Oyo,REJECTED,Missing or invalid registration date
BUS0000868,Silverline Manufacturing,RC396853,registered,2020-10-04,Business Name,Fintech,Oyo,VERIFIED,Business passed basic verification
BUS0000869,Mercury Marketing,RC415471,registered,,Non-Profit Organization,EdTech,Ogun,REJECTED,Missing or invalid registration date
BUS0000870,BlueOcean Logistics,RC186842,registered,,Business Name,Beverages,Bayelsa,REJECTED,Missing or invalid registration date
BUS0000871,Zenith Media,RC582977,registered,,Partnership,Retail,Gombe,REJECTED,Missing or invalid registration date
BUS0000872,Guardian Security Services,RC436066,registered,,Business Name,Agro-processing,Kaduna,REJECTED,Missing or invalid registration date
BUS0000873,Pioneer Foods,RC604432,registered,,Enterprise,Consulting,Bayelsa,REJECTED,Missing or invalid registration date
BUS0000874,Atlas Transport,RC966374,registered,,Business Name,Marketing,Nasarawa,REJECTED,Missing or invalid registration date
BUS0000875,Golden Harvest Foods,RC460029,registered,2024-02-01,Cooperative Society,Security Services,Nasarawa,VERIFIED,Business passed basic verification
BUS0000876,Nimbus IT Solutions,RC431326,registered,,Limited Liability Company,Financial Services,Borno,REJECTED,Missing or invalid registration date
BUS0000877,Urban Retail Hub,RC671191,registered,2025-04-12,Business Name,Manufacturing,Kano,FLAGGED,Recently registered business
BUS0000878,Horizon Auto Parts,RC211519,registered,2019-06-06,Partnership,Real Estate,Niger,VERIFIED,Business passed basic verification
BUS0000879,HarborTech Systems,RC951509,registered,,Limited Liability Company,Legal Services,Bauchi,REJECTED,Missing or invalid registration date
BUS0000880,Cornerstone Ventures,RC491169,registered,,Business Name,Fintech,Oyo,REJECTED,Missing or invalid registration date
BUS0000881,Apex Retailers,RC218041,registered,2015-05-03,Public Limited Company,Waste Management,Lagos,VERIFIED,Business passed basic verification
BUS0000882,Unity Supplies Nigeria,RC590545,registered,,Limited Liability Company,Healthcare,Enugu,REJECTED,Missing or invalid registration date
BUS0000883,CitiCenter Supplies,RC354528,registered,,Cooperative Society,E-commerce,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0000884,Heritage Consulting,RC898328,registered,2017-04-04,Cooperative Society,Automotive,Taraba,VERIFIED,Business passed basic verification
BUS0000885,Starlight Fabrics,RC494001,registered,2015-10-04,Non-Profit Organization,E-commerce,Delta,VERIFIED,Business passed basic verification
BUS0000886,Vertex Global Services,RC554747,registered,,Business Name,Facility Management,Ebonyi,REJECTED,Missing or invalid registration date
BUS0000887,Sunbeam Electricals,RC915137,registered,,Sole Proprietorship,Telecommunications,Jigawa,REJECTED,Missing or invalid registration date
BUS0000888,Bountiful Beverages,RC121815,registered,,Sole Proprietorship,Automotive,Niger,REJECTED,Missing or invalid registration date
BUS0000889,Starlight Fabrics,RC550768,registered,2016-04-07,Partnership,Healthcare,Bayelsa,VERIFIED,Business passed basic verification
BUS0000890,Crown Textiles,RC843900,registered,,Cooperative Society,Entertainment,Delta,REJECTED,Missing or invalid registration date
BUS0000891,Orchid Pharmaceuticals,RC545710,registered,2019-02-02,Sole Proprietorship,Legal Services,Enugu,VERIFIED,Business passed basic verification
BUS0000892,Mercury Marketing,RC798547,registered,,Public Limited Company,Advertising,Kano,REJECTED,Missing or invalid registration date
BUS0000893,Lakeside Traders,RC883156,registered,2021-03-10,Public Limited Company,Trading,Katsina,VERIFIED,Business passed basic verification
BUS0000894,Sunrise Traders,RC140737,registered,2021-10-08,Public Limited Company,Consulting,Yobe,VERIFIED,Business passed basic verification
BUS0000895,Summit Engineering,RC475094,registered,2016-11-01,Limited Liability Company,Fintech,Katsina,VERIFIED,Business passed basic verification
BUS0000896,Urban Retail Hub,RC866020,registered,,Sole Proprietorship,Agro-processing,Adamawa,REJECTED,Missing or invalid registration date
BUS0000897,Royal Furnishings,RC492879,registered,,Business Name,Hospitality,Kano,REJECTED,Missing or invalid registration date
BUS0000898,Nimbus IT Solutions,RC625773,registered,2016-07-06,Public Limited Company,Trading,Niger,VERIFIED,Business passed basic verification
BUS0000899,Sunbeam Electricals,RC709968,registered,,Limited Liability Company,Hospitality,Edo,REJECTED,Missing or invalid registration date
BUS0000900,Alpha Systems Ltd,RC803383,registered,2025-07-06,Cooperative Society,Waste Management,Borno,FLAGGED,Recently registered business
BUS0000901,Lakeside Traders,RC797727,registered,,Limited Liability Company,E-commerce,Imo,REJECTED,Missing or invalid registration date
BUS0000902,GreenField Farms Ltd,RC142804,registered,2016-04-10,Sole Proprietorship,EdTech,Oyo,VERIFIED,Business passed basic verification
BUS0000903,Bountiful Beverages,RC922564,registered,,Public Limited Company,Consulting,Ogun,REJECTED,Missing or invalid registration date
BUS0000904,SkyHigh Enterprises,RC622774,registered,,Partnership,Waste Management,Ekiti,REJECTED,Missing or invalid registration date
BUS0000905,SmartServe Services,RC528160,registered,2020-06-09,Limited Liability Company,Education,Plateau,VERIFIED,Business passed basic verification
BUS0000906,Vertex Global Services,RC920198,registered,,Public Limited Company,Beverages,Plateau,REJECTED,Missing or invalid registration date
BUS0000907,Apex Retailers,RC186244,registered,,Public Limited Company,Waste Management,Bayelsa,REJECTED,Missing or invalid registration date
BUS0000908,Mercury Marketing,RC158746,registered,,Business Name,Facility Management,Rivers,REJECTED,Missing or invalid registration date
BUS0000909,Mercury Marketing,RC705743,registered,2020-03-02,Limited Liability Company,Trading,Kaduna,VERIFIED,Business passed basic verification
BUS0000910,GreenField Farms Ltd,RC350572,registered,2025-09-08,Non-Profit Organization,Transportation,Taraba,FLAGGED,Recently registered business
BUS0000911,Urban Farm Produce,RC498406,registered,,Partnership,Telecommunications,Ekiti,REJECTED,Missing or invalid registration date
BUS0000912,Vertex Global Services,RC284578,registered,2017-11-04,Partnership,Fashion,Niger,VERIFIED,Business passed basic verification
BUS0000913,Heritage Consulting,RC773450,registered,2023-10-05,Public Limited Company,Tourism,Anambra,VERIFIED,Business passed basic verification
BUS0000914,Bright Learning Institute,RC376119,registered,,Partnership,Construction,Zamfara,REJECTED,Missing or invalid registration date
BUS0000915,Evergreen Agro,RC266071,registered,2020-05-07,Cooperative Society,Food Processing,Nasarawa,VERIFIED,Business passed basic verification
BUS0000916,GreenField Farms Ltd,RC469630,registered,,Enterprise,Legal Services,Ekiti,REJECTED,Missing or invalid registration date
BUS0000917,Lakeside Traders,RC135755,registered,,Limited Liability Company,Education,Osun,REJECTED,Missing or invalid registration date
BUS0000918,Apex Retailers,RC957018,registered,,Cooperative Society,Information Technology,Imo,REJECTED,Missing or invalid registration date
BUS0000919,Bountiful Beverages,RC563455,registered,2016-06-01,Partnership,Food Processing,Bayelsa,VERIFIED,Business passed basic verification
BUS0000920,Vertex Global Services,RC269910,registered,,Partnership,Retail,Taraba,REJECTED,Missing or invalid registration date
BUS0000921,Unity Supplies Nigeria,RC666815,registered,,Public Limited Company,Automotive,Osun,REJECTED,Missing or invalid registration date
BUS0000922,HarborTech Systems,RC208588,registered,,Cooperative Society,Renewable Energy,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0000923,SmartServe Services,RC755264,registered,,Sole Proprietorship,Facility Management,Anambra,REJECTED,Missing or invalid registration date
BUS0000924,Summit Engineering,RC565484,registered,,Non-Profit Organization,Hospitality,Jigawa,REJECTED,Missing or invalid registration date
BUS0000925,Urban Farm Produce,RC766224,registered,,Cooperative Society,E-commerce,Imo,REJECTED,Missing or invalid registration date
BUS0000926,Summit Engineering,RC503391,registered,2020-04-03,Sole Proprietorship,Agriculture,Kwara,VERIFIED,Business passed basic verification
BUS0000927,Zenith Media,RC144648,registered,2017-02-11,Limited Liability Company,Healthcare,Kwara,VERIFIED,Business passed basic verification
BUS0000928,Urban Retail Hub,RC514637,registered,2016-08-09,Public Limited Company,E-commerce,Kaduna,VERIFIED,Business passed basic verification
BUS0000929,Vertex Global Services,RC148049,registered,,Limited Liability Company,Agro-processing,Abia,REJECTED,Missing or invalid registration date
BUS0000930,Horizon Auto Parts,RC192229,registered,2025-12-04,Sole Proprietorship,Fintech,Anambra,FLAGGED,Recently registered business
BUS0000931,Apex Retailers,RC288857,registered,,Enterprise,Transportation,Sokoto,REJECTED,Missing or invalid registration date
BUS0000932,Horizon Auto Parts,RC106656,registered,2020-08-10,Business Name,Security Services,Ondo,VERIFIED,Business passed basic verification
BUS0000933,Elite Cleaning Co,RC851950,registered,2018-08-08,Enterprise,Fashion,Ogun,VERIFIED,Business passed basic verification
BUS0000934,Summit Engineering,RC219483,registered,,Sole Proprietorship,Agro-processing,Anambra,REJECTED,Missing or invalid registration date
BUS0000935,Alpha Systems Ltd,RC882870,registered,2024-10-04,Cooperative Society,Financial Services,Zamfara,FLAGGED,Recently registered business
BUS0000936,Crown Textiles,RC466094,registered,,Partnership,Information Technology,Cross River,REJECTED,Missing or invalid registration date
BUS0000937,Urban Retail Hub,RC279126,registered,,Non-Profit Organization,Financial Services,Ekiti,REJECTED,Missing or invalid registration date
BUS0000938,Starlight Fabrics,RC882464,registered,2022-11-09,Non-Profit Organization,Agro-processing,Kaduna,VERIFIED,Business passed basic verification
BUS0000939,PrimeBuild Construction,RC623290,registered,2018-06-01,Public Limited Company,Information Technology,Bayelsa,VERIFIED,Business passed basic verification
BUS0000940,PrimeBuild Construction,RC556049,registered,,Cooperative Society,Financial Services,Katsina,REJECTED,Missing or invalid registration date
BUS0000941,Pioneer Foods,RC749988,registered,,Public Limited Company,Security Services,Delta,REJECTED,Missing or invalid registration date
BUS0000942,Nimbus IT Solutions,RC588738,registered,,Sole Proprietorship,Logistics,Osun,REJECTED,Missing or invalid registration date
BUS0000943,Evergreen Agro,RC726758,registered,,Cooperative Society,Security Services,Plateau,REJECTED,Missing or invalid registration date
BUS0000944,Pioneer Foods,RC664221,registered,2017-04-08,Public Limited Company,Automotive,Ogun,VERIFIED,Business passed basic verification
BUS0000945,Bountiful Beverages,RC221715,registered,2017-06-01,Cooperative Society,Wholesale,Abia,VERIFIED,Business passed basic verification
BUS0000946,Apex Retailers,RC643995,registered,2023-01-08,Public Limited Company,Consulting,Ekiti,VERIFIED,Business passed basic verification
BUS0000947,CitiCenter Supplies,RC237144,registered,,Public Limited Company,Security Services,Kebbi,REJECTED,Missing or invalid registration date
BUS0000948,BlueOcean Logistics,RC898362,registered,2025-12-11,Non-Profit Organization,Automotive,Oyo,FLAGGED,Recently registered business
BUS0000949,Crown Textiles,RC268112,registered,2016-02-03,Sole Proprietorship,Microfinance,Oyo,VERIFIED,Business passed basic verification
BUS0000950,Sunbeam Electricals,RC304000,registered,,Enterprise,Food Processing,Yobe,REJECTED,Missing or invalid registration date
BUS0000951,Prime Health Supplies,RC428691,registered,,Limited Liability Company,Microfinance,Oyo,REJECTED,Missing or invalid registration date
BUS0000952,Alpha Systems Ltd,RC635374,registered,,Public Limited Company,Logistics,Gombe,REJECTED,Missing or invalid registration date
BUS0000953,Starlight Fabrics,RC379042,registered,2021-10-06,Public Limited Company,Agro-processing,Benue,VERIFIED,Business passed basic verification
BUS0000954,Crown Textiles,RC969734,registered,,Non-Profit Organization,Real Estate,Ogun,REJECTED,Missing or invalid registration date
BUS0000955,Golden Harvest Foods,RC937751,registered,,Cooperative Society,Wholesale,Ebonyi,REJECTED,Missing or invalid registration date
BUS0000956,Unity Supplies Nigeria,RC941165,registered,,Limited Liability Company,Security Services,Bauchi,REJECTED,Missing or invalid registration date
BUS0000957,Heritage Consulting,RC706539,registered,,Business Name,Wholesale,Katsina,REJECTED,Missing or invalid registration date
BUS0000958,Horizon Auto Parts,RC550788,registered,,Limited Liability Company,Pharmaceuticals,Kano,REJECTED,Missing or invalid registration date
BUS0000959,Alpha Systems Ltd,RC789250,registered,,Public Limited Company,Transportation,Imo,REJECTED,Missing or invalid registration date
BUS0000960,Olive Oil Processing,RC817476,registered,,Limited Liability Company,Information Technology,Bayelsa,REJECTED,Missing or invalid registration date
BUS0000961,PrimeBuild Construction,RC422683,registered,2024-11-06,Non-Profit Organization,Security Services,Rivers,FLAGGED,Recently registered business
